listing_id,host_id,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price_zar,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_score_rating,reviews_per_month,instant_bookable,last_review
1151,1655,Gardens,Entire home/apt,House,2,2,4,1379,1,60,67,190,4.46,5.94,t,2024-06-15
1152,1349,Gardens,Entire home/apt,Cottage,1,1,2,1796,2,365,284,165,4.92,6.11,t,2024-05-25
1153,1632,Gardens,Entire home/apt,Guesthouse,3,2,6,1365,30,60,255,268,4.94,9.57,t,2024-08-04
1154,1659,Gardens,Private room,Guesthouse,5,5,10,1163,1,60,187,149,4.77,5.14,t,2024-07-07
1155,1539,Gardens,Entire home/apt,House,2,2,4,2675,1,60,97,35,4.75,3.5,t,2024-11-06
1156,1095,Gardens,Entire home/apt,Apartment,1,1,2,1776,1,30,266,319,3.87,22.79,f,2024-03-22
1157,1170,Gardens,Entire home/apt,Cottage,5,4,10,2348,1,365,90,272,4.94,8.0,f,2024-09-02
1158,1576,Gardens,Private room,Villa,3,2,6,527,2,365,79,185,4.96,5.14,t,2024-06-15
1159,1760,Gardens,Entire home/apt,Cottage,1,1,2,1756,2,30,200,342,3.58,10.36,t,2024-08-13
1160,1704,Gardens,Entire home/apt,House,5,5,10,1512,30,60,289,234,4.9,6.5,t,2024-01-15
1161,1581,Gardens,Entire home/apt,Townhouse,2,2,4,886,7,60,51,295,4.92,9.52,f,2024-12-02
1162,1567,Gardens,Private room,Loft,1,1,2,837,2,60,166,120,4.48,4.29,t,2024-10-22
1163,1274,Gardens,Private room,Guesthouse,2,2,4,916,30,365,252,157,4.77,5.06,f,2024-05-28
1164,1260,Gardens,Entire home/apt,Townhouse,1,1,2,2406,1,60,228,133,4.41,4.03,f,2024-01-02
1165,1057,Gardens,Entire home/apt,Studio,2,2,4,2277,30,1125,254,82,4.58,6.83,f,2024-12-28
1166,1532,Gardens,Entire home/apt,House,2,2,4,2284,2,30,345,285,4.63,31.67,t,2024-07-05
1167,1039,Gardens,Private room,Apartment,1,1,2,392,30,1125,351,88,4.83,4.0,f,2024-06-27
1168,1684,Gardens,Shared room,Loft,2,1,4,598,2,60,326,190,4.3,5.43,t,2024-01-21
1169,1242,Gardens,Entire home/apt,Guesthouse,1,1,2,2651,5,30,235,154,4.72,4.81,t,2024-04-17
1170,1659,Gardens,Shared room,Townhouse,1,1,2,560,5,30,47,76,4.79,3.62,f,2024-11-30
1171,1006,Gardens,Shared room,Townhouse,2,1,4,1248,30,30,107,100,4.91,4.76,t,2024-11-07
1172,1155,Gardens,Entire home/apt,House,2,2,4,2859,2,60,60,324,4.8,9.26,f,2024-07-28
1173,1790,Gardens,Private room,Apartment,2,2,4,727,1,365,206,310,4.73,8.86,t,2024-01-22
1174,1678,Gardens,Entire home/apt,Loft,1,1,2,1568,2,60,318,175,4.62,14.58,t,2024-05-30
1175,1214,Gardens,Private room,Loft,2,2,4,493,2,365,333,172,4.82,5.55,f,2024-09-23
1176,1181,Gardens,Entire home/apt,Apartment,2,2,4,1179,3,30,285,144,4.52,5.54,t,2024-06-21
1177,1611,Gardens,Entire home/apt,Villa,3,2,6,1653,2,30,302,76,3.79,2.3,f,2024-06-28
1178,1760,Gardens,Shared room,Apartment,4,4,8,953,5,60,355,33,4.38,1.03,t,2024-02-19
1179,1196,Gardens,Entire home/apt,Guesthouse,5,4,10,853,5,1125,187,141,4.82,4.7,t,2024-04-18
1180,1027,Gardens,Entire home/apt,House,3,2,6,1407,1,365,63,79,4.04,7.18,f,2024-04-28
1181,1614,Gardens,Private room,Townhouse,5,5,10,794,30,30,220,85,4.83,3.54,t,2024-07-30
1182,1544,Gardens,Entire home/apt,Apartment,2,1,4,1483,5,90,81,144,4.95,5.33,t,2024-04-23
1183,1128,Gardens,Shared room,Apartment,3,2,6,300,7,365,288,30,4.97,1.15,f,2024-07-07
1184,1454,Gardens,Private room,Townhouse,3,2,6,611,5,90,217,189,4.77,5.25,t,2024-05-08
1185,1473,Gardens,Private room,Guesthouse,1,1,2,732,1,30,284,128,4.72,14.22,t,2024-01-20
1186,1568,Gardens,Entire home/apt,House,1,1,2,1553,30,365,141,211,4.65,26.38,f,2024-03-23
1187,1100,Gardens,Private room,Studio,1,1,2,469,1,60,303,264,3.55,9.1,t,2024-06-24
1188,1521,Gardens,Shared room,Apartment,1,1,2,823,30,30,126,100,3.58,3.57,t,2024-06-19
1189,1370,Gardens,Entire home/apt,Loft,1,1,2,2398,30,90,102,147,4.7,13.36,t,2024-12-26
1190,1187,Gardens,Entire home/apt,Studio,1,1,2,1244,30,365,360,222,4.83,15.86,f,2024-01-16
1191,1204,De Waterkant,Entire home/apt,House,1,1,2,868,2,365,130,170,4.76,5.0,f,2024-08-11
1192,1538,De Waterkant,Entire home/apt,House,1,1,2,3544,30,30,16,32,4.72,2.29,f,2024-07-31
1193,1642,De Waterkant,Private room,Townhouse,1,1,2,399,1,30,25,169,4.83,8.05,f,2024-03-04
1194,1269,De Waterkant,Entire home/apt,Townhouse,1,1,2,2948,1,1125,358,335,4.96,12.88,f,2024-10-20
1195,1325,De Waterkant,Entire home/apt,House,3,3,6,1704,3,1125,311,33,4.85,1.06,f,2024-11-27
1196,1621,De Waterkant,Private room,Loft,5,4,10,2168,2,30,101,202,4.19,10.1,t,2024-07-31
1197,1102,De Waterkant,Private room,House,3,3,6,3040,30,90,25,195,4.85,8.12,f,2024-05-07
1198,1188,De Waterkant,Entire home/apt,House,2,1,4,2927,1,1125,228,223,4.71,27.88,f,2024-03-25
1199,1053,De Waterkant,Private room,Loft,2,1,4,1194,2,30,45,239,4.82,7.47,t,2024-12-04
1200,1643,De Waterkant,Shared room,Villa,1,1,2,334,1,60,189,338,4.53,11.27,f,2024-03-16
1201,1749,De Waterkant,Entire home/apt,Loft,1,1,2,3347,1,30,279,11,4.89,0.32,f,2024-06-04
1202,1463,De Waterkant,Private room,Studio,2,2,4,1657,30,1125,191,61,4.83,10.17,t,2024-02-01
1203,1486,De Waterkant,Entire home/apt,Studio,3,2,6,3502,1,60,96,214,4.07,26.75,f,2024-10-31
1204,1087,De Waterkant,Private room,House,1,1,2,820,3,60,307,342,4.51,14.87,t,2024-08-25
1205,1489,De Waterkant,Shared room,Apartment,4,3,8,798,1,1125,181,343,3.84,38.11,f,2024-02-15
1206,1046,De Waterkant,Private room,Cottage,4,4,8,880,2,365,145,218,4.9,7.03,t,2024-06-19
1207,1595,De Waterkant,Shared room,Guesthouse,4,4,8,300,3,30,309,235,4.98,8.39,f,2024-11-08
1208,1627,De Waterkant,Private room,Guesthouse,4,4,8,1231,3,365,261,135,3.97,16.88,f,2024-01-06
1209,1164,De Waterkant,Entire home/apt,Studio,3,3,6,2154,7,90,277,72,4.86,12.0,t,2024-05-16
1210,1234,De Waterkant,Private room,Townhouse,4,4,8,2081,7,60,132,256,4.09,25.6,f,2024-11-04
1211,1065,De Waterkant,Private room,Apartment,1,1,2,656,1,60,57,319,4.38,10.63,t,2024-07-02
1212,1732,De Waterkant,Shared room,Guesthouse,2,2,4,814,2,60,243,104,4.58,3.06,t,2024-06-23
1213,1329,De Waterkant,Entire home/apt,Loft,2,2,4,2377,7,90,358,130,4.71,11.82,f,2024-05-22
1214,1632,De Waterkant,Entire home/apt,Apartment,5,4,10,2993,5,30,98,63,4.91,4.5,t,2024-10-17
1215,1774,De Waterkant,Private room,Cottage,4,4,8,893,2,90,304,240,4.31,8.0,t,2024-10-06
1216,1565,De Waterkant,Private room,House,1,1,2,379,3,30,226,236,3.91,10.73,t,2024-04-25
1217,1386,De Waterkant,Entire home/apt,Villa,2,1,4,3138,2,1125,202,320,4.54,13.91,f,2024-06-08
1218,1336,De Waterkant,Private room,Studio,4,3,8,1095,5,30,56,46,3.69,4.6,t,2024-01-30
1219,1714,De Waterkant,Shared room,Guesthouse,5,5,10,760,5,30,36,126,4.21,6.63,t,2024-04-26
1220,1255,De Waterkant,Private room,Guesthouse,4,4,8,959,1,1125,296,160,4.78,9.41,t,2024-07-13
1221,1672,De Waterkant,Private room,Townhouse,1,1,2,330,2,90,271,304,4.99,21.71,t,2024-01-25
1222,1281,De Waterkant,Entire home/apt,Loft,4,3,8,3558,7,365,210,349,3.58,11.26,f,2024-05-14
1223,1323,De Waterkant,Entire home/apt,Guesthouse,1,1,2,3315,30,365,174,159,4.31,26.5,f,2024-06-06
1224,1624,De Waterkant,Entire home/apt,Apartment,2,1,4,2403,2,60,189,259,4.78,14.39,f,2024-03-07
1225,1718,De Waterkant,Shared room,Villa,2,2,4,608,1,365,323,172,4.0,6.88,f,2024-04-27
1226,1436,De Waterkant,Entire home/apt,House,1,1,2,3529,1,60,77,345,3.94,9.58,f,2024-08-07
1227,1783,De Waterkant,Private room,Studio,5,5,10,940,7,30,53,68,4.72,4.86,t,2024-02-17
1228,1655,De Waterkant,Entire home/apt,Guesthouse,3,3,6,2588,1,1125,7,264,3.66,11.0,f,2024-09-03
1229,1201,De Waterkant,Shared room,Apartment,5,5,10,730,5,365,6,65,4.9,4.64,f,2024-03-10
1230,1654,De Waterkant,Shared room,Guesthouse,4,4,8,300,2,30,84,84,3.58,3.82,f,2024-04-27
1231,1355,De Waterkant,Shared room,Townhouse,5,4,10,1159,1,365,283,220,4.81,6.88,t,2024-07-07
1232,1688,De Waterkant,Entire home/apt,Loft,2,2,4,2681,5,90,185,63,4.94,1.75,f,2024-01-25
1233,1377,De Waterkant,Entire home/apt,Villa,4,3,8,2251,5,60,100,334,4.95,41.75,t,2024-03-12
1234,1293,De Waterkant,Entire home/apt,Loft,2,1,4,3226,1,365,224,229,4.85,12.72,t,2024-05-04
1235,1761,De Waterkant,Shared room,House,3,2,6,300,2,30,98,347,4.8,15.09,f,2024-12-16
1236,1732,De Waterkant,Entire home/apt,Apartment,1,1,2,4210,1,1125,198,181,4.94,5.66,t,2024-05-10
1237,1236,De Waterkant,Entire home/apt,Studio,2,2,4,3907,3,1125,117,311,4.8,23.92,f,2024-01-07
1238,1452,De Waterkant,Entire home/apt,Cottage,1,1,2,3159,1,365,176,202,4.98,14.43,f,2024-05-10
1239,1055,De Waterkant,Shared room,Loft,3,3,6,860,5,30,243,218,4.88,18.17,f,2024-12-26
1240,1774,De Waterkant,Private room,Studio,1,1,2,1527,1,60,274,333,4.84,15.14,f,2024-10-02
1241,1594,De Waterkant,Shared room,Guesthouse,4,4,8,300,1,90,161,290,4.22,10.36,t,2024-09-02
1242,1141,De Waterkant,Entire home/apt,Villa,3,2,6,3008,2,30,45,348,4.79,13.92,f,2024-12-29
1243,1571,De Waterkant,Entire home/apt,House,2,1,4,2153,2,1125,120,104,4.77,3.35,t,2024-03-18
1244,1581,De Waterkant,Entire home/apt,House,5,5,10,3152,1,1125,285,80,4.98,7.27,t,2024-03-03
1245,1180,De Waterkant,Entire home/apt,Apartment,1,1,2,3407,1,1125,197,117,4.84,6.5,t,2024-01-24
1246,1012,De Waterkant,Entire home/apt,Loft,5,5,10,2535,3,60,190,62,4.08,7.75,f,2024-02-01
1247,1327,De Waterkant,Shared room,House,2,2,4,300,1,365,141,148,4.13,4.93,t,2024-04-09
1248,1324,De Waterkant,Entire home/apt,Apartment,3,3,6,1951,1,60,8,301,4.19,10.03,f,2024-04-03
1249,1338,De Waterkant,Entire home/apt,Townhouse,3,2,6,3820,30,30,169,142,3.53,5.07,t,2024-08-11
1250,1076,De Waterkant,Private room,Apartment,4,3,8,899,5,90,44,47,4.56,1.68,t,2024-05-24
1251,1409,De Waterkant,Entire home/apt,Townhouse,5,4,10,2660,30,30,267,51,4.42,3.0,t,2024-08-08
1252,1387,De Waterkant,Private room,Loft,2,1,4,1470,2,365,310,72,4.84,12.0,t,2024-10-03
1253,1677,De Waterkant,Private room,Cottage,1,1,2,1457,5,30,189,349,4.7,18.37,t,2024-07-04
1254,1024,De Waterkant,Private room,Townhouse,1,1,2,1782,2,30,44,193,3.7,5.68,f,2024-08-20
1255,1081,De Waterkant,Shared room,Loft,2,2,4,300,5,60,37,154,4.68,9.06,f,2024-09-18
1256,1298,De Waterkant,Entire home/apt,Apartment,1,1,2,2002,30,90,197,233,4.4,7.52,t,2024-02-19
1257,1730,De Waterkant,Private room,Townhouse,2,1,4,340,2,365,136,311,4.75,31.1,f,2024-06-20
1258,1739,De Waterkant,Private room,Studio,1,1,2,854,2,30,283,135,4.02,9.0,f,2024-09-05
1259,1130,De Waterkant,Entire home/apt,Apartment,3,3,6,2133,2,90,254,258,4.75,9.21,t,2024-01-26
1260,1420,De Waterkant,Entire home/apt,Villa,4,4,8,2587,30,60,108,175,4.95,12.5,f,2024-03-31
1261,1336,De Waterkant,Private room,Villa,2,2,4,2175,1,30,248,312,4.28,8.67,t,2024-03-23
1262,1093,De Waterkant,Shared room,House,3,2,6,300,1,365,277,123,4.89,3.97,f,2024-01-04
1263,1576,De Waterkant,Private room,Apartment,1,1,2,995,1,1125,190,179,4.99,7.16,t,2024-08-25
1264,1083,De Waterkant,Entire home/apt,Apartment,1,1,2,2788,2,365,27,218,4.95,21.8,t,2024-01-23
1265,1608,De Waterkant,Entire home/apt,Studio,5,5,10,2516,1,365,131,220,4.97,6.88,t,2024-09-15
1266,1716,De Waterkant,Private room,Villa,3,3,6,1212,2,1125,267,167,4.2,6.96,t,2024-07-30
1267,1484,De Waterkant,Entire home/apt,Apartment,2,1,4,3178,1,1125,263,142,4.89,6.76,t,2024-06-08
1268,1037,De Waterkant,Private room,Villa,1,1,2,1879,1,60,180,36,4.93,1.33,f,2024-04-23
1269,1219,De Waterkant,Shared room,Studio,2,1,4,1262,3,1125,123,151,4.8,4.31,t,2024-08-03
1270,1559,De Waterkant,Private room,Guesthouse,1,1,2,2699,7,365,99,139,4.38,10.69,f,2024-06-02
1271,1326,De Waterkant,Private room,House,2,1,4,1658,3,365,70,90,4.31,5.62,f,2024-01-28
1272,1403,De Waterkant,Private room,Studio,5,4,10,2824,5,90,40,25,4.05,1.39,t,2024-04-15
1273,1609,De Waterkant,Private room,Apartment,2,1,4,716,5,30,21,4,4.24,0.14,f,2024-01-15
1274,1086,De Waterkant,Shared room,Apartment,1,1,2,2023,7,30,307,51,4.98,8.5,t,2024-06-17
1275,1704,De Waterkant,Entire home/apt,House,5,5,10,2533,1,365,317,27,4.06,2.08,f,2024-05-17
1276,1085,De Waterkant,Shared room,House,1,1,2,362,30,90,289,0,,0.0,t,
1277,1081,De Waterkant,Entire home/apt,Studio,2,2,4,2716,5,60,93,25,4.86,1.47,f,2024-08-13
1278,1045,De Waterkant,Shared room,Cottage,3,3,6,406,30,60,66,144,4.84,6.26,t,2024-06-30
1279,1683,De Waterkant,Shared room,Apartment,3,3,6,620,1,365,147,118,4.94,4.72,t,2024-06-04
1280,1122,De Waterkant,Shared room,Apartment,1,1,2,300,5,60,16,296,4.96,15.58,t,2024-09-16
1281,1308,De Waterkant,Private room,Townhouse,3,3,6,1840,2,90,315,277,4.88,25.18,f,2024-06-26
1282,1151,De Waterkant,Entire home/apt,Apartment,3,2,6,2413,7,30,17,174,3.59,4.83,f,2024-10-18
1283,1585,De Waterkant,Private room,Guesthouse,1,1,2,1718,1,1125,198,203,4.58,9.67,f,2024-01-23
1284,1274,De Waterkant,Shared room,House,2,2,4,1629,2,1125,147,256,3.96,9.14,f,2024-04-25
1285,1387,De Waterkant,Entire home/apt,House,1,1,2,2550,5,30,111,234,3.74,13.76,t,2024-02-07
1286,1262,De Waterkant,Private room,House,2,1,4,1816,2,90,54,160,4.19,11.43,t,2024-10-25
1287,1720,De Waterkant,Entire home/apt,House,2,2,4,3191,2,90,169,293,4.78,36.62,t,2024-01-17
1288,1694,De Waterkant,Private room,Apartment,1,1,2,2837,2,30,326,215,4.65,9.35,f,2024-09-18
1289,1091,De Waterkant,Entire home/apt,Guesthouse,2,1,4,2446,30,60,69,59,4.88,9.83,f,2024-12-13
1290,1570,De Waterkant,Entire home/apt,Loft,5,4,10,3356,5,1125,95,288,4.73,12.0,f,2024-06-08
1291,1430,De Waterkant,Entire home/apt,House,4,4,8,1661,2,365,189,123,4.81,11.18,t,2024-05-10
1292,1130,De Waterkant,Private room,Apartment,5,4,10,912,1,30,176,305,4.76,23.46,t,2024-04-02
1293,1102,De Waterkant,Entire home/apt,Townhouse,4,4,8,3047,1,90,268,86,4.68,3.91,f,2024-01-03
1294,1109,De Waterkant,Shared room,Apartment,3,2,6,1535,2,1125,190,222,4.0,9.65,t,2024-10-28
1295,1172,De Waterkant,Entire home/apt,Apartment,5,4,10,1941,1,30,173,240,4.88,11.43,t,2024-02-04
1296,1521,De Waterkant,Private room,Townhouse,4,3,8,1810,2,1125,141,79,4.0,2.32,f,2024-01-28
1297,1173,De Waterkant,Shared room,Cottage,1,1,2,515,1,30,90,70,4.33,2.8,f,2024-10-01
1298,1061,De Waterkant,Entire home/apt,Villa,2,2,4,1734,3,90,249,79,5.0,3.04,t,2024-03-08
1299,1592,De Waterkant,Shared room,Townhouse,1,1,2,687,1,60,321,184,4.92,18.4,t,2024-11-20
1300,1225,De Waterkant,Entire home/apt,House,1,1,2,3996,30,365,183,76,4.96,7.6,t,2024-05-04
1301,1516,De Waterkant,Entire home/apt,Apartment,2,1,4,2015,5,30,208,66,4.78,5.5,t,2024-12-15
1302,1237,De Waterkant,Entire home/apt,Cottage,3,2,6,2723,30,90,203,304,4.85,33.78,t,2024-03-08
1303,1092,De Waterkant,Entire home/apt,Guesthouse,1,1,2,2109,30,90,193,306,4.8,43.71,t,2024-10-25
1304,1270,De Waterkant,Shared room,House,2,1,4,300,1,1125,198,14,4.82,1.4,t,2024-04-13
1305,1058,De Waterkant,Entire home/apt,Studio,4,3,8,3802,5,365,201,256,4.19,8.53,t,2024-07-15
1306,1585,De Waterkant,Entire home/apt,Loft,4,3,8,2609,5,90,30,43,3.95,2.87,f,2024-06-02
1307,1401,De Waterkant,Shared room,House,1,1,2,1541,2,60,290,220,4.13,36.67,f,2024-11-27
1308,1133,De Waterkant,Private room,House,4,3,8,2036,2,365,60,97,4.73,2.69,t,2024-05-10
1309,1671,De Waterkant,Entire home/apt,Loft,4,3,8,2546,3,60,51,175,4.52,5.3,t,2024-09-30
1310,1704,De Waterkant,Shared room,Townhouse,5,5,10,300,7,60,327,304,3.86,20.27,t,2024-12-02
1311,1574,De Waterkant,Private room,Studio,4,4,8,632,2,90,235,102,4.99,9.27,f,2024-12-07
1312,1252,De Waterkant,Entire home/apt,Villa,3,3,6,2148,1,60,39,115,3.62,3.59,f,2024-12-08
1313,1737,De Waterkant,Private room,Villa,5,4,10,1507,30,365,353,191,4.35,13.64,f,2024-06-18
1314,1740,De Waterkant,Private room,Studio,4,4,8,1246,5,60,223,137,4.06,6.52,f,2024-07-20
1315,1442,De Waterkant,Private room,House,4,3,8,823,2,30,90,32,4.01,1.88,t,2024-10-01
1316,1314,De Waterkant,Shared room,Loft,1,1,2,300,5,60,204,316,4.39,19.75,f,2024-10-21
1317,1187,De Waterkant,Private room,Apartment,4,4,8,1334,1,365,141,228,4.74,13.41,t,2024-05-16
1318,1054,De Waterkant,Entire home/apt,Villa,4,4,8,2471,2,60,212,146,4.94,9.73,f,2024-06-07
1319,1226,De Waterkant,Entire home/apt,Cottage,1,1,2,2663,1,30,15,211,4.3,7.81,t,2024-09-10
1320,1124,De Waterkant,Private room,Apartment,3,2,6,1473,30,30,285,72,3.92,6.55,t,2024-07-04
1321,1444,Woodstock,Shared room,Loft,3,2,6,300,3,90,348,90,4.48,3.33,f,2024-01-25
1322,1664,Woodstock,Entire home/apt,Apartment,5,4,10,925,5,60,113,83,4.97,4.15,f,2024-03-08
1323,1417,Woodstock,Private room,House,4,4,8,1536,30,30,57,165,3.92,23.57,t,2024-11-18
1324,1550,Woodstock,Shared room,Apartment,3,3,6,300,5,90,332,224,4.28,32.0,t,2024-01-13
1325,1747,Woodstock,Entire home/apt,House,5,5,10,555,3,60,163,91,4.19,2.76,t,2024-03-02
1326,1588,Woodstock,Private room,Apartment,1,1,2,300,7,1125,321,116,4.54,5.52,t,2024-01-18
1327,1355,Woodstock,Entire home/apt,Studio,1,1,2,2431,7,60,13,318,4.88,28.91,f,2024-05-06
1328,1361,Woodstock,Entire home/apt,House,2,2,4,1236,2,60,77,315,4.46,10.5,f,2024-04-26
1329,1623,Woodstock,Shared room,House,2,2,4,734,3,90,242,308,4.54,9.62,t,2024-06-30
1330,1090,Woodstock,Entire home/apt,Loft,2,1,4,1545,1,365,203,218,4.73,31.14,f,2024-01-24
1331,1124,Woodstock,Private room,Loft,2,2,4,493,2,365,19,254,3.65,12.1,t,2024-03-20
1332,1228,Woodstock,Private room,Loft,1,1,2,965,1,365,341,283,4.94,10.88,f,2024-12-28
1333,1206,Woodstock,Entire home/apt,Studio,3,2,6,605,3,60,74,244,3.81,6.78,t,2024-12-19
1334,1018,Woodstock,Entire home/apt,Apartment,2,1,4,959,3,60,177,260,4.34,9.63,t,2024-12-06
1335,1415,Woodstock,Shared room,Apartment,2,1,4,300,2,1125,172,181,4.76,6.96,t,2024-07-18
1336,1069,Woodstock,Entire home/apt,Apartment,5,5,10,996,3,365,350,125,4.69,8.93,t,2024-04-30
1337,1573,Woodstock,Entire home/apt,Villa,5,5,10,1282,5,60,6,117,4.83,14.62,t,2024-07-16
1338,1294,Woodstock,Entire home/apt,Guesthouse,4,4,8,1820,30,90,197,260,3.59,8.97,f,2024-08-31
1339,1075,Woodstock,Entire home/apt,House,3,3,6,1549,5,30,219,291,4.99,20.79,t,2024-02-09
1340,1018,Woodstock,Private room,Townhouse,3,3,6,1173,7,1125,108,139,4.88,6.95,f,2024-07-02
1341,1141,Woodstock,Entire home/apt,Apartment,1,1,2,1573,2,365,81,0,,0.0,t,
1342,1092,Woodstock,Entire home/apt,House,5,4,10,1872,1,60,292,338,4.77,12.07,f,2024-11-13
1343,1465,Woodstock,Private room,Guesthouse,5,5,10,650,30,60,37,331,3.75,15.76,f,2024-04-28
1344,1399,Woodstock,Entire home/apt,Apartment,2,1,4,1278,5,1125,271,333,4.86,15.86,f,2024-06-29
1345,1586,Woodstock,Entire home/apt,Villa,2,2,4,2055,1,1125,46,350,4.44,19.44,f,2024-06-07
1346,1743,Woodstock,Entire home/apt,Townhouse,1,1,2,1233,2,60,63,344,3.72,31.27,t,2024-10-27
1347,1498,Woodstock,Entire home/apt,Guesthouse,3,2,6,1628,3,1125,327,178,4.18,5.09,f,2024-09-02
1348,1575,Woodstock,Entire home/apt,Cottage,1,1,2,1788,3,90,278,215,4.9,11.32,f,2024-07-24
1349,1092,Woodstock,Entire home/apt,Guesthouse,5,5,10,1815,7,90,218,158,4.54,22.57,f,2024-06-18
1350,1323,Woodstock,Entire home/apt,House,1,1,2,1062,2,30,301,180,4.61,12.86,f,2024-11-11
1351,1651,Woodstock,Entire home/apt,Townhouse,5,4,10,1894,2,1125,356,56,4.07,3.5,t,2024-01-26
1352,1184,Woodstock,Shared room,Studio,3,2,6,300,1,60,270,4,3.74,0.21,t,2024-08-06
1353,1629,Woodstock,Entire home/apt,Villa,2,1,4,1804,7,90,144,160,4.12,8.42,t,2024-06-01
1354,1764,Woodstock,Entire home/apt,House,3,2,6,1700,3,30,156,149,4.42,8.28,t,2024-11-07
1355,1292,Woodstock,Entire home/apt,House,3,2,6,1806,7,90,8,230,4.86,8.52,t,2024-03-15
1356,1431,Woodstock,Entire home/apt,House,1,1,2,1048,2,1125,342,256,4.73,9.85,f,2024-02-21
1357,1779,Woodstock,Entire home/apt,Townhouse,2,1,4,1720,2,30,353,4,4.75,0.12,f,2024-01-23
1358,1357,Woodstock,Private room,House,3,2,6,1082,7,90,172,265,4.84,11.04,t,2024-03-05
1359,1285,Woodstock,Entire home/apt,Townhouse,2,1,4,1572,3,365,32,154,4.74,6.16,t,2024-10-17
1360,1110,Woodstock,Entire home/apt,House,1,1,2,1193,2,365,170,182,4.96,5.52,f,2024-09-27
1361,1346,Woodstock,Shared room,Cottage,4,4,8,644,7,30,293,298,4.88,8.28,t,2024-05-13
1362,1266,Woodstock,Shared room,Studio,3,2,6,342,7,60,43,96,3.61,2.74,f,2024-01-25
1363,1418,Woodstock,Entire home/apt,House,3,3,6,872,1,60,99,97,3.97,6.47,t,2024-05-15
1364,1309,Woodstock,Private room,House,2,1,4,338,7,1125,354,9,4.51,0.33,f,2024-10-03
1365,1322,Woodstock,Entire home/apt,House,1,1,2,1302,7,1125,25,333,3.73,10.74,t,2024-11-27
1366,1066,Woodstock,Shared room,Cottage,5,4,10,864,2,30,154,146,3.81,9.12,t,2024-03-20
1367,1166,Woodstock,Entire home/apt,Loft,3,2,6,1998,7,365,173,83,3.77,2.77,f,2024-03-22
1368,1639,Woodstock,Entire home/apt,House,2,2,4,1997,2,30,68,78,4.8,3.25,t,2024-04-20
1369,1203,Woodstock,Entire home/apt,Villa,1,1,2,1587,30,365,34,112,4.92,12.44,f,2024-08-21
1370,1146,Woodstock,Entire home/apt,Cottage,1,1,2,1842,5,60,29,218,3.76,8.38,f,2024-04-17
1371,1237,Woodstock,Entire home/apt,Townhouse,1,1,2,1072,30,60,120,88,3.54,6.29,t,2024-01-24
1372,1760,Woodstock,Entire home/apt,Apartment,3,3,6,1502,30,60,83,297,4.49,29.7,f,2024-01-27
1373,1266,Woodstock,Entire home/apt,Loft,1,1,2,1669,1,365,328,211,4.45,10.05,f,2024-05-13
1374,1188,Woodstock,Private room,Villa,1,1,2,300,7,90,327,307,4.31,13.35,f,2024-03-19
1375,1518,Woodstock,Shared room,Apartment,5,5,10,378,2,90,306,173,3.56,4.81,f,2024-07-16
1376,1743,Woodstock,Private room,House,3,3,6,1307,30,60,321,259,3.78,10.79,t,2024-04-05
1377,1123,Woodstock,Entire home/apt,Loft,2,1,4,1709,1,60,356,24,4.8,0.86,f,2024-11-10
1378,1497,Woodstock,Entire home/apt,Villa,1,1,2,1844,2,1125,77,25,4.03,1.04,f,2024-12-21
1379,1506,Woodstock,Entire home/apt,Apartment,2,2,4,580,2,60,252,56,4.92,1.93,f,2024-05-07
1380,1370,Woodstock,Entire home/apt,Villa,5,5,10,2084,2,30,192,10,4.75,0.37,f,2024-12-16
1381,1200,Woodstock,Entire home/apt,Apartment,4,4,8,1430,2,90,150,98,3.95,2.88,t,2024-06-05
1382,1339,Woodstock,Private room,Apartment,5,4,10,386,30,30,85,297,3.52,17.47,f,2024-09-16
1383,1195,Woodstock,Shared room,Cottage,3,2,6,300,3,1125,359,160,4.97,8.89,f,2024-11-20
1384,1759,Woodstock,Shared room,Studio,2,1,4,300,2,90,94,306,4.84,14.57,f,2024-06-12
1385,1158,Woodstock,Entire home/apt,Apartment,2,1,4,1892,1,365,178,290,4.31,29.0,t,2024-01-15
1386,1155,Woodstock,Shared room,Townhouse,3,2,6,300,1,30,165,80,4.89,2.22,f,2024-04-21
1387,1776,Woodstock,Entire home/apt,Townhouse,2,1,4,1223,2,365,125,161,4.19,5.55,t,2024-11-26
1388,1681,Woodstock,Private room,House,2,2,4,611,7,365,38,151,4.0,10.79,t,2024-11-26
1389,1742,Woodstock,Shared room,Apartment,3,3,6,719,1,30,139,104,4.87,3.15,t,2024-12-26
1390,1182,Woodstock,Entire home/apt,House,1,1,2,1549,2,30,190,42,4.62,1.91,t,2024-12-30
1391,1428,Woodstock,Entire home/apt,Loft,2,1,4,971,7,90,4,278,3.66,11.58,t,2024-09-28
1392,1399,Woodstock,Entire home/apt,Villa,3,2,6,1674,2,30,21,29,4.69,2.64,f,2024-08-14
1393,1534,Woodstock,Shared room,Studio,5,4,10,300,7,90,204,160,4.92,5.33,t,2024-11-01
1394,1185,Woodstock,Private room,Apartment,2,2,4,300,7,60,91,337,4.72,30.64,t,2024-06-05
1395,1627,Woodstock,Shared room,Villa,1,1,2,861,1,90,248,83,4.98,2.37,t,2024-02-16
